Name;Hylak_ID;Shore_len;Lake_area;Latitude;Longitude;Country;Continent;Mountain;Endorheic;Reservoir;SWORD;Glacier;Permafrost;Other;ID;RESERVOIR,1;REL_DYN;CONTINENT,1;RIVR_SCORE;EPHM_SCORE;COMP_SCORE;Hylak_id,1;AREA;GRWL_1km;GRWL_4km;RES;BLON;BLAT;geometry;Weather Station Names
;1068497;4,650440683;1,38385461;27,91785032;-82,11650365;UNITED STATES;North America;0;0;0;0;0;0;1;705727;0;0;2;0,42;191;0,6;1068497;1178;0;0;30;-90;20;POLYGON ((-82,11985102389973 27,912901665803837, -82,11985102389973 27,913171160389076, -82,12065950765543 27,913171160389076, -82,12065950765543 27,91344065497431, -82,12146799141114 27,91344065497431, -82,12146799141114 27,91371014955955, -82,12173748599638 27,91371014955955, -82,12173748599638 27,91397964414478, -82,12227647516684 27,91397964414478, -82,12227647516684 27,91424913873002, -82,12254596975208 27,91424913873002, -82,12254596975208 27,914518633315254, -82,12335445350779 27,914518633315254, -82,12335445350779 27,914788127900486, -82,12416293726349 27,914788127900486, -82,12416293726349 27,915057622485726, -82,12443243184873 27,915057622485726, -82,12443243184873 27,917213579167615, -82,12416293726349 27,917213579167615, -82,12416293726349 27,918561052093793, -82,12389344267827 27,918561052093793, -82,12389344267827 27,919100041264265, -82,12362394809303 27,919100041264265, -82,12362394809303 27,918830546679025, -82,12254596975208 27,918830546679025, -82,12254596975208 27,919100041264265, -82,12227647516684 27,919100041264265, -82,12227647516684 27,919369535849498, -82,12146799141114 27,919369535849498, -82,12146799141114 27,919100041264265, -82,12200698058162 27,919100041264265, -82,12200698058162 27,918561052093793, -82,12227647516684 27,918561052093793, -82,12227647516684 27,918291557508553, -82,12173748599638 27,918291557508553, -82,12173748599638 27,918561052093793, -82,12146799141114 27,918561052093793, -82,12146799141114 27,918830546679025, -82,1211984968259 27,918830546679025, -82,1211984968259 27,918561052093793, -82,12065950765543 27,918561052093793, -82,12065950765543 27,918291557508553, -82,11958152931449 27,918291557508553, -82,11958152931449 27,918830546679025, -82,11904254014402 27,918830546679025, -82,11904254014402 27,919369535849498, -82,11877304555878 27,919369535849498, -82,11877304555878 27,919100041264265, -82,1182340563883 27,919100041264265, -82,1182340563883 27,919369535849498, -82,11769506721784 27,919369535849498, -82,11769506721784 27,919100041264265, -82,11715607804736 27,919100041264265, -82,11715607804736 27,919369535849498, -82,11688658346213 27,919369535849498, -82,11688658346213 27,920717008775682, -82,1166170888769 27,920717008775682, -82,1166170888769 27,920986503360915, -82,11634759429165 27,920986503360915, -82,11634759429165 27,921525492531387, -82,1166170888769 27,921525492531387, -82,1166170888769 27,92179498711662, -82,11607809970643 27,92179498711662, -82,11607809970643 27,92206448170186, -82,114461132195 27,92206448170186, -82,114461132195 27,921525492531387, -82,11392214302454 27,921525492531387, -82,11392214302454 27,920717008775682, -82,11338315385406 27,920717008775682, -82,11338315385406 27,920986503360915, -82,11311365926883 27,920986503360915, -82,11311365926883 27,921525492531387, -82,1128441646836 27,921525492531387, -82,1128441646836 27,92206448170186, -82,11203568092789 27,92206448170186, -82,11203568092789 27,922333976287092, -82,10961022966076 27,922333976287092, -82,10961022966076 27,92206448170186, -82,10934073507552 27,92206448170186, -82,10934073507552 27,91990852501997, -82,10961022966076 27,91990852501997, -82,10961022966076 27,919369535849498, -82,10934073507552 27,919369535849498, -82,10934073507552 27,919100041264265, -82,1090712404903 27,919100041264265, -82,1090712404903 27,918830546679025, -82,10961022966076 27,918830546679025, -82,10961022966076 27,918291557508553, -82,1090712404903 27,918291557508553, -82,1090712404903 27,91775256833808, -82,10961022966076 27,91775256833808, -82,10961022966076 27,917483073752848, -82,1090712404903 27,917483073752848, -82,1090712404903 27,91613560082667, -82,10961022966076 27,91613560082667, -82,10961022966076 27,91586610624143, -82,10934073507552 27,91586610624143, -82,10934073507552 27,9155966116562, -82,1090712404903 27,9155966116562, -82,1090712404903 27,915057622485726, -82,109879724246 27,915057622485726, -82,109879724246 27,914788127900486, -82,11041871341646 27,914788127900486, -82,11041871341646 27,914518633315254, -82,11149669175741 27,914518633315254, -82,11149669175741 27,91424913873002, -82,11176618634265 27,91424913873002, -82,11176618634265 27,91397964414478, -82,11311365926883 27,91397964414478, -82,11311365926883 27,91424913873002, -82,1136526484393 27,91424913873002, -82,1136526484393 27,91371014955955, -82,11526961595071 27,91371014955955, -82,11526961595071 27,91344065497431, -82,11634759429165 27,91344065497431, -82,11634759429165 27,913171160389076, -82,11769506721784 27,913171160389076, -82,11769506721784 27,912901665803837, -82,11985102389973 27,912901665803837), (-82,11526961595071 27,920717008775682, -82,11526961595071 27,921255997946147, -82,114461132195 27,921255997946147, -82,114461132195 27,921525492531387, -82,11526961595071 27,921525492531387, -82,11526961595071 27,92179498711662, -82,11580860512119 27,92179498711662, -82,11580860512119 27,920986503360915, -82,11553911053595 27,920986503360915, -82,11553911053595 27,920717008775682, -82,11526961595071 27,920717008775682), (-82,11392214302454 27,920447514190442, -82,11392214302454 27,920717008775682, -82,11473062678024 27,920717008775682, -82,11473062678024 27,920447514190442, -82,11392214302454 27,920447514190442), (-82,11500012136548 27,92017801960521, -82,11500012136548 27,920717008775682, -82,11526961595071 27,920717008775682, -82,11526961595071 27,92017801960521, -82,11500012136548 27,92017801960521), (-82,11500012136548 27,918830546679025, -82,11500012136548 27,919100041264265, -82,11526961595071 27,919100041264265, -82,11526961595071 27,918830546679025, -82,11500012136548 27,918830546679025), (-82,11176618634265 27,918561052093793, -82,11176618634265 27,918830546679025, -82,11203568092789 27,918830546679025, -82,11203568092789 27,918561052093793, -82,11176618634265 27,918561052093793), (-82,11041871341646 27,918291557508553, -82,11041871341646 27,918561052093793, -82,1106882080017 27,918561052093793, -82,1106882080017 27,918291557508553, -82,11041871341646 27,918291557508553), (-82,11122719717217 27,91775256833808, -82,11122719717217 27,918291557508553, -82,11149669175741 27,918291557508553, -82,11149669175741 27,918561052093793, -82,11176618634265 27,918561052093793, -82,11176618634265 27,91802206292332, -82,11149669175741 27,91802206292332, -82,11149669175741 27,91775256833808, -82,11122719717217 27,91775256833808));LAKELAND
Enginer Lake;1005911;9,441443915;0,964480651;47,75574641;-82,74206011;CANADA;North America;0;0;0;0;0;0;1;530637;0;1;2;0,2;86;0;1005911;122;0;0;30;-90;40;POLYGON ((-82,74588694540262 47,74958960125952, -82,74588694540262 47,749859095844755, -82,7472344183288 47,749859095844755, -82,7472344183288 47,750128590429995, -82,74885138584021 47,750128590429995, -82,74885138584021 47,750398085015235, -82,74992936418116 47,750398085015235, -82,74992936418116 47,750128590429995, -82,75154633169257 47,750128590429995, -82,75154633169257 47,750398085015235, -82,75235481544829 47,750398085015235, -82,75235481544829 47,75066757960047, -82,75289380461875 47,75066757960047, -82,75289380461875 47,7509370741857, -82,75316329920399 47,7509370741857, -82,75316329920399 47,75120656877094, -82,75370228837446 47,75120656877094, -82,75370228837446 47,75147606335617, -82,75289380461875 47,75147606335617, -82,75289380461875 47,751745557941405, -82,75235481544829 47,751745557941405, -82,75235481544829 47,752015052526644, -82,75127683710734 47,752015052526644, -82,75127683710734 47,751745557941405, -82,75046835335162 47,751745557941405, -82,75046835335162 47,75147606335617, -82,74885138584021 47,75147606335617, -82,74885138584021 47,75120656877094, -82,7480429020845 47,75120656877094, -82,7480429020845 47,75147606335617, -82,74669542915832 47,75147606335617, -82,74669542915832 47,75120656877094, -82,74507846164691 47,75120656877094, -82,74507846164691 47,7509370741857, -82,74480896706167 47,7509370741857, -82,74480896706167 47,75066757960047, -82,74319199955026 47,75066757960047, -82,74319199955026 47,750398085015235, -82,74265301037978 47,750398085015235, -82,74265301037978 47,749859095844755, -82,74507846164691 47,749859095844755, -82,74507846164691 47,74958960125952, -82,74588694540262 47,74958960125952));CHAPLEAU A
Ross Lake;1032975;5,975830454;0,673208334;45,95589384;-89,59476678;UNITED STATES;North America;0;0;0;0;0;0;1;634676;0;1;2;0,43;82;0;1032975;418;0;0;30;-90;40;POLYGON ((-89,59697829126856 45,955564147344425, -89,59643930209809 45,955564147344425, -89,59643930209809 45,955833641929665, -89,59616980751285 45,955833641929665, -89,59616980751285 45,9569116202706, -89,59590031292761 45,9569116202706, -89,59590031292761 45,95718111485584, -89,59536132375715 45,95718111485584, -89,59536132375715 45,957450609441075, -89,59590031292761 45,957450609441075, -89,59590031292761 45,95798959861155, -89,59616980751285 45,95798959861155, -89,59616980751285 45,95852858778202, -89,59670879668333 45,95852858778202, -89,59670879668333 45,96014555529344, -89,59643930209809 45,96014555529344, -89,59643930209809 45,9598760607082, -89,59590031292761 45,9598760607082, -89,59590031292761 45,959606566122964, -89,59563081834239 45,959606566122964, -89,59563081834239 45,959337071537725, -89,5950918291719 45,959337071537725, -89,5950918291719 45,95906757695249, -89,5934748616605 45,95906757695249, -89,5934748616605 45,959337071537725, -89,59320536707526 45,959337071537725, -89,59320536707526 45,95906757695249, -89,59293587249002 45,95906757695249, -89,59293587249002 45,95879808236726, -89,59239688331955 45,95879808236726, -89,59239688331955 45,95852858778202, -89,59212738873431 45,95852858778202, -89,59212738873431 45,95825909319679, -89,5913189049786 45,95825909319679, -89,5913189049786 45,957720104026315, -89,59077991580814 45,957720104026315, -89,59077991580814 45,957450609441075, -89,5905104212229 45,957450609441075, -89,5905104212229 45,9569116202706, -89,58997143205242 45,9569116202706, -89,58997143205242 45,95637263110013, -89,59104941039337 45,95637263110013, -89,59104941039337 45,9561031365149, -89,59158839956385 45,9561031365149, -89,59158839956385 45,95448616900348, -89,59104941039337 45,95448616900348, -89,59104941039337 45,953677685247776, -89,5913189049786 45,953677685247776, -89,5913189049786 45,95259970690683, -89,59185789414907 45,95259970690683, -89,59185789414907 45,9523302123216, -89,59212738873431 45,9523302123216, -89,59212738873431 45,951791223151126, -89,59239688331955 45,951791223151126, -89,59239688331955 45,951521728565886, -89,59266637790479 45,951521728565886, -89,59266637790479 45,951252233980654, -89,59401385083096 45,951252233980654, -89,59401385083096 45,951521728565886, -89,59455284000144 45,951521728565886, -89,59455284000144 45,95206071773636, -89,59482233458667 45,95206071773636, -89,59482233458667 45,9523302123216, -89,59563081834239 45,9523302123216, -89,59563081834239 45,951791223151126, -89,59590031292761 45,951791223151126, -89,59590031292761 45,95206071773636, -89,59643930209809 45,95206071773636, -89,59643930209809 45,9523302123216, -89,59670879668333 45,9523302123216, -89,59670879668333 45,95259970690683, -89,59751728043904 45,95259970690683, -89,59751728043904 45,95286920149207, -89,59832576419474 45,95286920149207, -89,59832576419474 45,9531386960773, -89,5988647533652 45,9531386960773, -89,5988647533652 45,953408190662536, -89,59913424795045 45,953408190662536, -89,59913424795045 45,953677685247776, -89,59967323712092 45,953677685247776, -89,59967323712092 45,95394717983301, -89,59994273170615 45,95394717983301, -89,59994273170615 45,95421667441825, -89,59967323712092 45,95421667441825, -89,59967323712092 45,95448616900348, -89,59832576419474 45,95448616900348, -89,59832576419474 45,95475566358872, -89,5980562696095 45,95475566358872, -89,5980562696095 45,95529465275919, -89,59697829126856 45,95529465275919, -89,59697829126856 45,955564147344425), (-89,5972477858538 45,953677685247776, -89,5972477858538 45,95394717983301, -89,59751728043904 45,95394717983301, -89,59751728043904 45,953677685247776, -89,5972477858538 45,953677685247776));ARGONNE
Lac Limpide;1014360;4,543549542;0,661833804;47,27740881;-73,74445997;CANADA;North America;0;0;0;0;0;0;1;572191;0;1;2;0,45;91;0;1014360;722;0;0;30;-80;40;POLYGON ((-73,7498881956445 47,272584185392056, -73,7498881956445 47,27339266914777, -73,74934920647402 47,27339266914777, -73,74934920647402 47,27447064748871, -73,74773223896261 47,27447064748871, -73,74773223896261 47,27474014207394, -73,74746274437737 47,27474014207394, -73,74746274437737 47,27500963665918, -73,74773223896261 47,27500963665918, -73,74773223896261 47,27527913124442, -73,74827122813308 47,27527913124442, -73,74827122813308 47,27554862582965, -73,74907971188878 47,27554862582965, -73,74907971188878 47,27581812041488, -73,7498881956445 47,27581812041488, -73,7498881956445 47,27608761500012, -73,75015769022973 47,27608761500012, -73,75015769022973 47,276626604170595, -73,7506966794002 47,276626604170595, -73,7506966794002 47,27797407709677, -73,75042718481497 47,27797407709677, -73,75042718481497 47,279321550022956, -73,75015769022973 47,279321550022956, -73,75015769022973 47,27959104460819, -73,74934920647402 47,27959104460819, -73,74934920647402 47,27905205543772, -73,74854072271832 47,27905205543772, -73,74854072271832 47,279321550022956, -73,74827122813308 47,279321550022956, -73,74827122813308 47,27959104460819, -73,74773223896261 47,27959104460819, -73,74773223896261 47,27986053919342, -73,74746274437737 47,27986053919342, -73,74746274437737 47,2803995283639, -73,74692375520691 47,2803995283639, -73,74692375520691 47,280938517534366, -73,74719324979213 47,280938517534366, -73,74719324979213 47,281208012119606, -73,74692375520691 47,281208012119606, -73,74692375520691 47,28147750670484, -73,74665426062167 47,28147750670484, -73,74665426062167 47,281208012119606, -73,74584577686596 47,281208012119606, -73,74584577686596 47,280938517534366, -73,74368982018407 47,280938517534366, -73,74368982018407 47,281208012119606, -73,74342032559883 47,281208012119606, -73,74342032559883 47,28228599046055, -73,74288133642837 47,28228599046055, -73,74288133642837 47,28255548504578, -73,74342032559883 47,28255548504578, -73,74342032559883 47,283094474216256, -73,74288133642837 47,283094474216256, -73,74288133642837 47,283363968801496, -73,74207285267265 47,283363968801496, -73,74207285267265 47,28228599046055, -73,74126436891694 47,28228599046055, -73,74126436891694 47,28201649587531, -73,74099487433172 47,28201649587531, -73,74099487433172 47,28174700129007, -73,74045588516124 47,28174700129007, -73,74045588516124 47,28147750670484, -73,74099487433172 47,28147750670484, -73,74099487433172 47,281208012119606, -73,74126436891694 47,281208012119606, -73,74126436891694 47,280938517534366, -73,74180335808742 47,280938517534366, -73,74180335808742 47,27986053919342, -73,74126436891694 47,27986053919342, -73,74126436891694 47,27959104460819, -73,74099487433172 47,27959104460819, -73,74099487433172 47,279321550022956, -73,74072537974648 47,279321550022956, -73,74072537974648 47,27905205543772, -73,740186390576 47,27905205543772, -73,740186390576 47,27878256085248, -73,73991689599077 47,27878256085248, -73,73991689599077 47,278513066267244, -73,73856942306459 47,278513066267244, -73,73856942306459 47,27878256085248, -73,73829992847935 47,27878256085248, -73,73829992847935 47,278513066267244, -73,73803043389412 47,278513066267244, -73,73803043389412 47,27878256085248, -73,73776093930888 47,27878256085248, -73,73776093930888 47,27824357168201, -73,73749144472364 47,27824357168201, -73,73749144472364 47,27743508792631, -73,73776093930888 47,27743508792631, -73,73776093930888 47,27716559334107, -73,73829992847935 47,27716559334107, -73,73829992847935 47,27689609875583, -73,73856942306459 47,27689609875583, -73,73856942306459 47,276626604170595, -73,73910841223505 47,276626604170595, -73,73910841223505 47,27608761500012, -73,7393779068203 47,27608761500012, -73,7393779068203 47,27554862582965, -73,73964740140553 47,27554862582965, -73,73964740140553 47,27527913124442, -73,73991689599077 47,27527913124442, -73,73991689599077 47,27447064748871, -73,74045588516124 47,27447064748871, -73,74045588516124 47,27420115290347, -73,74072537974648 47,27420115290347, -73,74072537974648 47,27393165831823, -73,74126436891694 47,27393165831823, -73,74126436891694 47,273662163733, -73,74153386350218 47,273662163733, -73,74153386350218 47,27339266914777, -73,74207285267265 47,27339266914777, -73,74207285267265 47,27312317456253, -73,74234234725789 47,27312317456253, -73,74234234725789 47,27285367997729, -73,74422880935454 47,27285367997729, -73,74422880935454 47,27312317456253, -73,74503729311024 47,27312317456253, -73,74503729311024 47,27339266914777, -73,74638476603643 47,27339266914777, -73,74638476603643 47,273662163733, -73,74719324979213 47,273662163733, -73,74719324979213 47,27393165831823, -73,74746274437737 47,27393165831823, -73,74746274437737 47,273662163733, -73,74800173354784 47,273662163733, -73,74800173354784 47,27339266914777, -73,74827122813308 47,27339266914777, -73,74827122813308 47,27312317456253, -73,74881021730356 47,27312317456253, -73,74881021730356 47,272584185392056, -73,7498881956445 47,272584185392056));GRANDE ANSE
;1066077;3,722341976;0,630795702;29,98337191;-93,74147876;UNITED STATES;North America;0;0;0;0;0;0;1;717996;0;1;2;0,31;18;0;1066077;715;0;0;30;-100;20;MULTIPOLYGON (((-93,74018804468461 29,986393004608516, -93,74018804468461 29,986662499193756, -93,74045753926985 29,986662499193756, -93,74045753926985 29,986931993778988, -93,73991855009938 29,986931993778988, -93,73991855009938 29,987201488364228, -93,73964905551415 29,987201488364228, -93,73964905551415 29,98747098294946, -93,73991855009938 29,98747098294946, -93,73991855009938 29,988279466705166, -93,73964905551415 29,988279466705166, -93,73964905551415 29,988548961290405, -93,73911006634367 29,988548961290405, -93,73911006634367 29,988279466705166, -93,73803208800273 29,988279466705166, -93,73803208800273 29,988009972119933, -93,73749309883226 29,988009972119933, -93,73749309883226 29,9877404775347, -93,73695410966178 29,9877404775347, -93,73695410966178 29,988009972119933, -93,73641512049132 29,988009972119933, -93,73641512049132 29,988279466705166, -93,73614562590608 29,988279466705166, -93,73614562590608 29,988548961290405, -93,73587613132084 29,988548961290405, -93,73587613132084 29,988279466705166, -93,73560663673561 29,988279466705166, -93,73560663673561 29,987201488364228, -93,73533714215037 29,987201488364228, -93,73533714215037 29,986931993778988, -93,73560663673561 29,986931993778988, -93,73560663673561 29,986123510023283, -93,73533714215037 29,986123510023283, -93,73533714215037 29,985854015438044, -93,73506764756513 29,985854015438044, -93,73506764756513 29,98558452085281, -93,73560663673561 29,98558452085281, -93,73560663673561 29,98531502626757, -93,73614562590608 29,98531502626757, -93,73614562590608 29,98504553168234, -93,73641512049132 29,98504553168234, -93,73641512049132 29,984237047926634, -93,73668461507656 29,984237047926634, -93,73668461507656 29,984506542511866, -93,73722360424702 29,984506542511866, -93,73722360424702 29,984776037097106, -93,7377625934175 29,984776037097106, -93,7377625934175 29,98369805875616, -93,73803208800273 29,98369805875616, -93,73803208800273 29,98342856417092, -93,7377625934175 29,98342856417092, -93,7377625934175 29,982350585829977, -93,73803208800273 29,982350585829977, -93,73803208800273 29,982081091244744, -93,73830158258797 29,982081091244744, -93,73830158258797 29,98181159665951, -93,7385710771732 29,98181159665951, -93,7385710771732 29,982081091244744, -93,73884057175843 29,982081091244744, -93,73884057175843 29,98181159665951, -93,73937956092891 29,98181159665951, -93,73937956092891 29,981542102074272, -93,73964905551415 29,981542102074272, -93,73964905551415 29,98127260748904, -93,73991855009938 29,98127260748904, -93,73991855009938 29,9810031129038, -93,74045753926985 29,9810031129038, -93,74045753926985 29,980733618318567, -93,74261349595174 29,980733618318567, -93,74261349595174 29,980464123733327, -93,74396096887791 29,980464123733327, -93,74396096887791 29,9810031129038, -93,74423046346315 29,9810031129038, -93,74423046346315 29,981542102074272, -93,7444999580484 29,981542102074272, -93,7444999580484 29,98181159665951, -93,74476945263362 29,98181159665951, -93,74476945263362 29,98369805875616, -93,74638642014504 29,98369805875616, -93,74638642014504 29,983967553341394, -93,74665591473028 29,983967553341394, -93,74665591473028 29,984237047926634, -93,74719490390075 29,984237047926634, -93,74719490390075 29,98504553168234, -93,74746439848599 29,98504553168234, -93,74746439848599 29,98531502626757, -93,74773389307121 29,98531502626757, -93,74773389307121 29,986123510023283, -93,74800338765645 29,986123510023283, -93,74800338765645 29,986393004608516, -93,74773389307121 29,986393004608516, -93,74773389307121 29,986931993778988, -93,74638642014504 29,986931993778988, -93,74638642014504 29,987201488364228, -93,74584743097456 29,987201488364228, -93,74584743097456 29,98747098294946, -93,74638642014504 29,98747098294946, -93,74638642014504 29,988279466705166, -93,7461169255598 29,988279466705166, -93,7461169255598 29,988548961290405, -93,74557793638934 29,988548961290405, -93,74557793638934 29,988279466705166, -93,7453084418041 29,988279466705166, -93,7453084418041 29,988009972119933, -93,74557793638934 29,988009972119933, -93,74557793638934 29,9877404775347, -93,74423046346315 29,9877404775347, -93,74423046346315 29,98747098294946, -93,74396096887791 29,98747098294946, -93,74396096887791 29,987201488364228, -93,74315248512221 29,987201488364228, -93,74315248512221 29,986931993778988, -93,74261349595174 29,986931993778988, -93,74261349595174 29,987201488364228, -93,74207450678126 29,987201488364228, -93,74207450678126 29,986931993778988, -93,74180501219602 29,986931993778988, -93,74180501219602 29,986123510023283, -93,7415355176108 29,986123510023283, -93,7415355176108 29,98558452085281, -93,74018804468461 29,98558452085281, -93,74018804468461 29,985854015438044, -93,73991855009938 29,985854015438044, -93,73991855009938 29,986393004608516, -93,74018804468461 29,986393004608516)), ((-93,73533714215037 29,98504553168234, -93,73506764756513 29,98504553168234, -93,73506764756513 29,984776037097106, -93,73560663673561 29,984776037097106, -93,73560663673561 29,98531502626757, -93,73533714215037 29,98531502626757, -93,73533714215037 29,98504553168234)));"HACKBERRY ;"
;1061676;3,915451968;0,396752154;34,36711485;-91,28025186;UNITED STATES;North America;0;0;0;0;0;0;1;686235;0;1;2;0,55;36;0;1061676;296;0;0;30;-100;30;POLYGON ((-91,28266692191885 34,36379355259454, -91,28266692191885 34,36406304717977, -91,28293641650407 34,36406304717977, -91,28293641650407 34,36460203635024, -91,28347540567455 34,36460203635024, -91,28347540567455 34,36594950927642, -91,28293641650407 34,36594950927642, -91,28293641650407 34,36783597137307, -91,28266692191885 34,36783597137307, -91,28266692191885 34,36810546595831, -91,28293641650407 34,36810546595831, -91,28293641650407 34,36837496054354, -91,28266692191885 34,36837496054354, -91,28266692191885 34,36864445512878, -91,2823974273336 34,36864445512878, -91,2823974273336 34,36999192805496, -91,28131944899266 34,36999192805496, -91,28131944899266 34,3702614226402, -91,28104995440742 34,3702614226402, -91,28104995440742 34,36999192805496, -91,28024147065172 34,36999192805496, -91,28024147065172 34,369722433469725, -91,27970248148125 34,369722433469725, -91,27970248148125 34,369452938884486, -91,27943298689601 34,369452938884486, -91,27943298689601 34,36837496054354, -91,27916349231077 34,36837496054354, -91,27916349231077 34,367566476787836, -91,2786245031403 34,367566476787836, -91,2786245031403 34,367027487617364, -91,27835500855507 34,367027487617364, -91,27835500855507 34,36675799303213, -91,27808551396983 34,36675799303213, -91,27808551396983 34,36648849844689, -91,2778160193846 34,36648849844689, -91,2778160193846 34,36406304717977, -91,28131944899266 34,36406304717977, -91,28131944899266 34,36379355259454, -91,28266692191885 34,36379355259454));
Silver Lake;1054598;2,798951023;0,385919043;41,15652299;-81,4592015;UNITED STATES;North America;0;0;0;0;0;0;1;641285;0;1;2;0,28;65;0;1054598;392;0;0;30;-90;40;POLYGON ((-81,45770282797523 41,15182316551529, -81,45770282797523 41,15209266010052, -81,45851131173093 41,15209266010052, -81,45851131173093 41,152631649270994, -81,45878080631617 41,152631649270994, -81,45878080631617 41,153170638441466, -81,45905030090141 41,153170638441466, -81,45905030090141 41,15397912219717, -81,45958929007188 41,15397912219717, -81,45958929007188 41,15451811136764, -81,45985878465711 41,15451811136764, -81,45985878465711 41,15478760595288, -81,46093676299806 41,15478760595288, -81,46093676299806 41,15532659512335, -81,46120625758329 41,15532659512335, -81,46120625758329 41,15559608970859, -81,46174524675376 41,15559608970859, -81,46174524675376 41,15586558429382, -81,462014741339 41,15586558429382, -81,462014741339 41,15613507887906, -81,46228423592423 41,15613507887906, -81,46228423592423 41,157213057220005, -81,46282322509471 41,157213057220005, -81,46282322509471 41,1601774976576, -81,46228423592423 41,1601774976576, -81,46228423592423 41,16044699224283, -81,462014741339 41,16044699224283, -81,462014741339 41,160985981413305, -81,46147575216852 41,160985981413305, -81,46147575216852 41,16125547599854, -81,45985878465711 41,16125547599854, -81,45985878465711 41,16071648682807, -81,45958929007188 41,16071648682807, -81,45958929007188 41,15990800307236, -81,45931979548664 41,15990800307236, -81,45931979548664 41,15936901390189, -81,45878080631617 41,15936901390189, -81,45878080631617 41,15829103556094, -81,45905030090141 41,15829103556094, -81,45905030090141 41,15775204639048, -81,45878080631617 41,15775204639048, -81,45878080631617 41,15748255180524, -81,45743333338999 41,15748255180524, -81,45743333338999 41,157213057220005, -81,45689434421952 41,157213057220005, -81,45689434421952 41,15748255180524, -81,45662484963428 41,15748255180524, -81,45662484963428 41,156943562634765, -81,45635535504904 41,156943562634765, -81,45635535504904 41,15451811136764, -81,45581636587858 41,15451811136764, -81,45581636587858 41,15424861678241, -81,45554687129334 41,15424861678241, -81,45554687129334 41,15397912219717, -81,4552773767081 41,15397912219717, -81,4552773767081 41,15370962761194, -81,45473838753763 41,15370962761194, -81,45473838753763 41,1534401330267, -81,45500788212287 41,1534401330267, -81,45500788212287 41,152901143856226, -81,4552773767081 41,152901143856226, -81,4552773767081 41,152631649270994, -81,45581636587858 41,152631649270994, -81,45581636587858 41,152362154685754, -81,45608586046382 41,152362154685754, -81,45608586046382 41,15209266010052, -81,45635535504904 41,15209266010052, -81,45635535504904 41,15182316551529, -81,45770282797523 41,15182316551529));STOW
Lac Gaby;991631;2,167338914;0,289156217;48,51152919;-73,95826646;CANADA;North America;0;0;0;0;0;0;1;451068;0;1;2;0,4;100;0;991631;321;0;0;30;-80;40;POLYGON ((-73,959554982958 48,50821685869846, -73,959554982958 48,50848635328369, -73,95982447754322 48,50848635328369, -73,95982447754322 48,50821685869846, -73,96144144505465 48,50821685869846, -73,96144144505465 48,50848635328369, -73,96224992881035 48,50848635328369, -73,96224992881035 48,508755847868926, -73,96278891798082 48,508755847868926, -73,96278891798082 48,50956433162464, -73,96224992881035 48,50956433162464, -73,96224992881035 48,51010332079511, -73,96171093963987 48,51010332079511, -73,96171093963987 48,510642309965576, -73,96144144505465 48,510642309965576, -73,96144144505465 48,510911804550815, -73,96090245588417 48,510911804550815, -73,96090245588417 48,512259277477, -73,96063296129894 48,512259277477, -73,96063296129894 48,513067761232705, -73,96009397212846 48,513067761232705, -73,96009397212846 48,513337255817945, -73,95982447754322 48,513337255817945, -73,95982447754322 48,51387624498841, -73,95928548837276 48,51387624498841, -73,95928548837276 48,51414573957365, -73,95901599378752 48,51414573957365, -73,95901599378752 48,51441523415888, -73,95820751003181 48,51441523415888, -73,95820751003181 48,514684728744115, -73,95578205876468 48,514684728744115, -73,95578205876468 48,51441523415888, -73,95497357500898 48,51441523415888, -73,95497357500898 48,51414573957365, -73,95443458583851 48,51414573957365, -73,95443458583851 48,51387624498841, -73,95416509125327 48,51387624498841, -73,95416509125327 48,51360675040317, -73,95362610208281 48,51360675040317, -73,95362610208281 48,512798266647465, -73,95416509125327 48,512798266647465, -73,95416509125327 48,512259277477, -73,95443458583851 48,512259277477, -73,95443458583851 48,51198978289176, -73,95497357500898 48,51198978289176, -73,95497357500898 48,51172028830652, -73,95524306959422 48,51172028830652, -73,95524306959422 48,511181299136055, -73,95578205876468 48,511181299136055, -73,95578205876468 48,51037281538034, -73,95605155334992 48,51037281538034, -73,95605155334992 48,50983382620987, -73,9565905425204 48,50983382620987, -73,9565905425204 48,50956433162464, -73,95686003710563 48,50956433162464, -73,95686003710563 48,509025342454166, -73,95793801544657 48,509025342454166, -73,95793801544657 48,508755847868926, -73,95820751003181 48,508755847868926, -73,95820751003181 48,50848635328369, -73,95901599378752 48,50848635328369, -73,95901599378752 48,50821685869846, -73,959554982958 48,50821685869846));BELLE PLAGE
