STATION;NAME;LATITUDE;LONGITUDE;DATE;PRCP;PRCP_ATTRIBUTES;SNOW;SNOW_ATTRIBUTES;SNWD;SNWD_ATTRIBUTES;TAVG;TAVG_ATTRIBUTES;TMAX;TMAX_ATTRIBUTES;TMIN;TMIN_ATTRIBUTES;TOBS;TOBS_ATTRIBUTES
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;04/09/2013;0.0;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;30.0;,,7;15.6;,,7;18.3;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;05/09/2013;0.8;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;30.6;,,7;16.1;,,7;19.4;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;06/09/2013;3.8;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;31.1;,,7;15.6;,,7;20.0;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;07/09/2013;;;;;;;;;30.6;,,7;15.6;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;08/09/2013;;;;;;;;;31.1;,,7;16.7;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;09/09/2013;;;0.0;,,7,;0.0;,,7,0800;;;26.1;,,7;13.9;,,7;15.6;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;10/09/2013;5.8;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;21.1;,,7;11.7;,,7;12.2;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;11/09/2013;3.0;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;17.2;,,7;11.7;,,7;12.8;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;12/09/2013;2.0;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;20.6;,,7;11.1;,,7;14.4;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;13/09/2013;3.8;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;23.3;,,7;11.7;,,7;12.8;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;14/09/2013;7.6;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;23.3;,,7;10.0;,,7;11.1;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;15/09/2013;;;;;;;;;18.9;,,7;10.0;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;16/09/2013;;;0.0;,,7,;0.0;,,7,0800;;;21.7;,,7;11.1;,,7;12.2;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;17/09/2013;0.0;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;24.4;,,7;11.1;,,7;15.0;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;18/09/2013;0.5;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;23.9;,,7;13.3;,,7;15.6;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;19/09/2013;4.1;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;22.8;,,7;8.3;,,7;10.6;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;20/09/2013;0.0;T,,7,0800;0.0;,,7,;0.0;,,7,0800;;;21.1;,,7;6.7;,,7;11.1;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;21/09/2013;;;;;;;;;23.3;,,7;7.2;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;22/09/2013;;;0.0;,,7,;0.0;,,7,0800;;;24.4;,,7;11.7;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;23/09/2013;22.4;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;15.6;,,7;5.6;,,7;5.6;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;24/09/2013;0.0;T,,7,0800;0.0;,,7,;0.0;,,7,0800;;;15.6;,,7;3.9;,,7;7.8;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;25/09/2013;0.0;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;21.1;,,7;4.4;,,7;13.9;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;26/09/2013;0.0;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;22.8;,,7;12.2;,,7;13.3;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;27/09/2013;6.9;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;21.1;,,7;5.6;,,7;5.6;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;28/09/2013;;;;;;;;;9.4;,,7;-0.6;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;29/09/2013;;;;;;;;;14.4;,,7;0.0;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;30/09/2013;;;0.0;,,7,;0.0;,,7,0800;;;18.9;,,7;5.6;,,7;11.1;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;01/10/2013;0.0;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;21.7;,,7;8.9;,,7;12.2;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;02/10/2013;0.0;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;23.3;,,7;8.9;,,7;12.2;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;03/10/2013;0.0;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;21.1;,,7;8.3;,,7;11.7;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;04/10/2013;6.1;,,7,0800;15.0;,,7,;0.0;,,7,0800;;;18.9;,,7;-2.2;,,7;-1.7;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;05/10/2013;;;;;;;;;5.6;,,7;-2.8;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;06/10/2013;;;;;;;;;7.2;,,7;-3.3;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;07/10/2013;;;0.0;,,7,;0.0;,,7,0800;;;11.1;,,7;-1.7;,,7;6.1;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;08/10/2013;0.0;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;20.0;,,7;3.9;,,7;13.3;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;09/10/2013;0.0;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;19.4;,,7;8.9;,,7;12.2;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;10/10/2013;29.5;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;17.8;,,7;6.1;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;11/10/2013;5.6;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;7.2;,,7;1.7;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;12/10/2013;;;;;;;;;8.9;,,7;1.7;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;13/10/2013;;;;;;;;;12.8;,,7;3.3;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;14/10/2013;;;0.0;,,7,;0.0;,,7,0800;;;16.7;,,7;2.8;,,7;3.3;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;15/10/2013;1.3;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;8.3;,,7;1.1;,,7;1.7;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;16/10/2013;0.3;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;7.8;,,7;-0.6;,,7;-0.6;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;17/10/2013;0.0;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;7.8;,,7;-1.7;,,7;0.6;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;18/10/2013;0.0;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;11.1;,,7;-1.1;,,7;2.2;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;19/10/2013;;;;;;;;;9.4;,,7;-1.7;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;20/10/2013;;;;;;;;;12.8;,,7;-2.8;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;21/10/2013;;;0.0;,,7,;0.0;,,7,0800;;;12.8;,,7;1.1;,,7;2.8;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;22/10/2013;0.0;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;12.2;,,7;1.7;,,7;2.8;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;23/10/2013;0.0;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;15.0;,,7;1.1;,,7;5.0;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;24/10/2013;0.0;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;17.2;,,7;2.8;,,7;7.8;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;25/10/2013;;;;;;;;;16.1;,,7;5.0;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;26/10/2013;;;;;;;;;13.9;,,7;3.9;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;27/10/2013;;;;;;;;;15.6;,,7;2.8;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;28/10/2013;;;0.0;,,7,;0.0;,,7,0800;;;15.6;,,7;4.4;,,7;7.8;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;29/10/2013;0.0;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;16.1;,,7;6.7;,,7;7.8;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;30/10/2013;11.2;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;7.8;,,7;0.0;,,7;0.0;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;31/10/2013;0.0;T,,7,0800;0.0;T,,7,;0.0;,,7,0800;;;5.0;,,7;-1.1;,,7;-0.6;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;01/11/2013;0.0;T,,7,0800;0.0;T,,7,;0.0;,,7,0800;;;2.2;,,7;-1.7;,,7;-1.7;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;02/11/2013;;;;;;;;;8.3;,,7;-1.7;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;03/11/2013;;;;;;;;;13.9;,,7;-1.1;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;04/11/2013;;;0.0;,,7,;0.0;,,7,0800;;;12.8;,,7;-4.4;,,7;-2.2;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;05/11/2013;1.0;,,7,0800;25.0;,,7,;0.0;,,7,0800;;;5.6;,,7;-4.4;,,7;-3.9;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;06/11/2013;0.3;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;1.7;,,7;-6.7;,,7;-3.9;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;07/11/2013;0.0;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;6.1;,,7;-7.2;,,7;2.8;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;08/11/2013;0.0;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;11.1;,,7;-2.2;,,7;7.8;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;09/11/2013;;;;;;;;;13.3;,,7;2.2;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;10/11/2013;;;;;;;;;13.9;,,7;0.6;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;11/11/2013;;;0.0;,,7,;0.0;,,7,0800;;;14.4;,,7;1.1;,,7;7.2;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;12/11/2013;0.0;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;14.4;,,7;1.7;,,7;6.7;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;13/11/2013;0.0;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;15.6;,,7;1.1;,,7;7.2;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;14/11/2013;0.0;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;12.2;,,7;0.0;,,7;5.0;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;15/11/2013;0.0;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;8.9;,,7;0.0;,,7;6.7;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;16/11/2013;;;;;;;;;11.1;,,7;-0.6;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;17/11/2013;;;;;;;;;3.9;,,7;0.0;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;18/11/2013;;;0.0;,,7,;0.0;,,7,0800;;;9.4;,,7;-1.7;,,7;2.2;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;19/11/2013;0.0;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;10.6;,,7;-0.6;,,7;4.4;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;20/11/2013;0.0;T,,7,0800;0.0;,,7,;0.0;,,7,0800;;;8.3;,,7;0.0;,,7;3.3;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;21/11/2013;8.1;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;9.4;,,7;0.0;,,7;1.7;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;22/11/2013;1.0;,,7,0800;0.0;T,,7,;0.0;,,7,0800;;;6.7;,,7;-5.0;,,7;-3.9;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;23/11/2013;;;;;;;;;-0.6;,,7;-5.0;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;24/11/2013;;;;;;;;;1.7;,,7;-2.2;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;25/11/2013;;;33.0;,,7,;0.0;,,7,0800;;;0.0;,,7;-2.8;,,7;-2.2;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;26/11/2013;0.0;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;-1.1;,,7;-4.4;,,7;-2.2;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;27/11/2013;0.0;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;3.9;,,7;-5.0;,,7;-1.7;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;28/11/2013;;;;;;;;;4.4;,,7;-4.4;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;29/11/2013;;;;;;;;;4.4;,,7;-5.0;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;30/11/2013;;;;;;;;;1.7;,,7;-6.1;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;01/12/2013;;;;;;;;;1.1;,,7;-6.1;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;02/12/2013;;;0.0;,,7,;0.0;,,7,0800;;;-2.2;,,7;-5.0;,,7;-4.4;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;03/12/2013;0.0;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;1.7;,,7;-6.1;,,7;1.7;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;04/12/2013;8.1;,,7,0800;89.0;,,7,;102.0;,,7,0800;;;5.0;,,7;-9.4;,,7;-5.6;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;05/12/2013;0.5;,,7,0800;33.0;,,7,;127.0;,,7,0800;;;-5.6;,,7;-18.3;,,7;-16.1;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;06/12/2013;0.3;,,7,0800;36.0;,,7,;127.0;,,7,0800;;;-11.1;,,7;-19.4;,,7;-15.0;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;07/12/2013;;;;;;;;;-7.8;,,7;-16.1;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;08/12/2013;;;;;;;;;-6.1;,,7;-10.6;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;09/12/2013;;;36.0;,,7,;152.0;,,7,0800;;;-6.7;,,7;-17.2;,,7;-17.2;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;10/12/2013;0.0;T,,7,0800;0.0;T,,7,;127.0;,,7,0800;;;-10.6;,,7;-18.3;,,7;-15.6;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;11/12/2013;0.0;,,7,0800;0.0;,,7,;127.0;,,7,0800;;;-7.8;,,7;-17.8;,,7;-11.1;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;12/12/2013;0.0;,,7,0800;0.0;,,7,;127.0;,,7,0800;;;-2.2;,,7;-13.9;,,7;-7.2;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;13/12/2013;0.0;,,7,0800;0.0;,,7,;127.0;,,7,0800;;;2.8;,,7;-10.0;,,7;-8.3;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;14/12/2013;;;;;;;;;-3.3;,,7;-12.2;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;15/12/2013;;;;;;;;;-0.6;,,7;-11.7;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;16/12/2013;0.0;,,7,0800;0.0;,,7,;127.0;,,7,0800;;;4.4;,,7;-7.8;,,7;-5.6;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;17/12/2013;0.0;,,7,0800;0.0;,,7,;127.0;,,7,0800;;;6.1;,,7;-5.6;,,7;-2.8;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;18/12/2013;0.0;,,7,0800;0.0;,,7,;102.0;,,7,0800;;;6.7;,,7;-4.4;,,7;-1.7;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;19/12/2013;0.0;,,7,0800;0.0;,,7,;102.0;,,7,0800;;;5.6;,,7;-3.3;,,7;2.2;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;20/12/2013;0.0;T,,7,0800;0.0;T,,7,;76.0;,,7,0800;;;8.3;,,7;-1.7;,,7;-1.7;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;21/12/2013;;;;;;;;;-0.6;,,7;-5.0;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;22/12/2013;;;;;;;;;-3.9;,,7;-8.3;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;23/12/2013;;;25.0;,,7,;76.0;,,7,0800;;;-0.6;,,7;-8.3;,,7;-2.8;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;24/12/2013;0.0;,,7,0800;0.0;,,7,;76.0;,,7,0800;;;2.8;,,7;-6.7;,,7;-1.7;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;25/12/2013;;;;;;;;;3.3;,,7;-10.0;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;26/12/2013;;;0.0;,,7,;76.0;,,7,0800;;;0.6;,,7;-10.0;,,7;-6.7;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;27/12/2013;0.0;,,7,0800;0.0;,,7,;76.0;,,7,0800;;;2.2;,,7;-8.9;,,7;-2.2;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;28/12/2013;;;;;;;;;5.0;,,7;-5.6;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;29/12/2013;;;;;;;;;2.2;,,7;-7.2;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;30/12/2013;;;0.0;,,7,;51.0;,,7,0800;;;-1.7;,,7;-8.3;,,7;-6.7;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;31/12/2013;0.0;,,7,0800;0.0;,,7,;51.0;,,7,0800;;;2.2;,,7;-8.3;,,7;-2.2;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;01/01/2014;0.0;,,7,0800;0.0;,,7,;;;;;6.1;,,7;-3.3;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;02/01/2014;0.0;,,7,0800;0.0;,,7,;51.0;,,7,0800;;;3.3;,,7;-7.2;,,7;-3.9;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;03/01/2014;0.0;,,7,0800;0.0;,,7,;25.0;,,7,0800;;;5.6;,,7;-6.7;,,7;-1.1;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;04/01/2014;0.0;,,7,0800;0.0;,,7,;0.0;T,,7,0800;;;6.7;,,7;-5.0;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;05/01/2014;0.0;,,7,0800;0.0;,,7,;0.0;T,,7,0800;;;0.6;,,7;-13.9;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;06/01/2014;0.3;,,7,0800;3.0;,,7,;25.0;,,7,0800;;;-5.0;,,7;-14.4;,,7;-11.1;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;07/01/2014;0.0;,,7,0800;0.0;,,7,;25.0;,,7,0800;;;-1.7;,,7;-13.9;,,7;-5.0;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;08/01/2014;0.0;,,7,0800;0.0;,,7,;0.0;T,,7,0800;;;-0.6;,,7;-7.2;,,7;-3.9;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;09/01/2014;0.8;,,7,0800;8.0;,,7,;0.0;T,,7,0800;;;2.2;,,7;-5.6;,,7;-3.9;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;10/01/2014;3.0;,,7,0800;48.0;,,7,;51.0;,,7,0800;;;0.0;,,7;-8.9;,,7;-6.7;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;11/01/2014;0.0;,,7,0800;0.0;,,7,;51.0;,,7,0800;;;0.6;,,7;-7.8;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;12/01/2014;0.0;,,7,0800;0.0;,,7,;25.0;,,7,0800;;;7.2;,,7;-2.2;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;13/01/2014;0.3;,,7,0800;0.0;T,,7,;25.0;,,7,0800;;;2.8;,,7;-8.9;,,7;-6.7;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;14/01/2014;0.0;,,7,0800;0.0;,,7,;0.0;T,,7,0800;;;2.8;,,7;-8.3;,,7;-7.2;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;15/01/2014;0.0;,,7,0800;0.0;,,7,;0.0;T,,7,0800;;;3.3;,,7;-8.3;,,7;-4.4;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;16/01/2014;0.0;,,7,0800;0.0;,,7,;0.0;T,,7,0800;;;5.0;,,7;-6.1;,,7;-3.9;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;17/01/2014;0.0;,,7,0800;0.0;,,7,;0.0;T,,7,0800;;;5.0;,,7;-6.1;,,7;-3.3;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;18/01/2014;0.0;,,7,0800;0.0;,,7,;0.0;T,,7,0800;;;6.1;,,7;-5.6;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;19/01/2014;0.0;,,7,0800;0.0;,,7,;0.0;T,,7,0800;;;6.7;,,7;-5.0;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;20/01/2014;0.0;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;7.8;,,7;-4.4;,,7;-2.2;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;21/01/2014;0.0;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;6.1;,,7;-5.0;,,7;-1.7;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;22/01/2014;0.0;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;8.3;,,7;-6.7;,,7;-5.0;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;23/01/2014;0.0;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;3.9;,,7;-7.8;,,7;-5.0;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;24/01/2014;0.0;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;1.7;,,7;-7.2;,,7;-6.7;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;25/01/2014;0.0;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;4.4;,,7;-8.3;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;26/01/2014;0.0;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;6.7;,,7;-6.7;,,7;;
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;27/01/2014;0.0;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;5.0;,,7;-6.7;,,7;-2.2;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;28/01/2014;0.0;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;6.1;,,7;-6.7;,,7;-6.7;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;29/01/2014;0.0;,,7,0800;0.0;,,7,;0.0;,,7,0800;;;0.6;,,7;-8.9;,,7;-3.9;,,7,0800
USC00051443;CEDAREDGE 3 E, CO US;38.90435;-107.89125;30/01/2014;0.3;,,7,0800;0.0;T,,7,;0.0;,,7,0800;;;5.6;,,7;-7.2;,,7;1.7;,,7,0800
